index,ms
284,13.389
285,8.447
286,8.455
287,15.268
288,18.461
289,20.743
290,13.380
291,23.905
292,11.045
293,10.831
294,18.222
295,10.809
296,19.573
297,12.365
298,9.293
299,18.882
300,12.238
301,11.259
302,13.413
303,21.107
304,20.112
305,8.891
306,18.959
307,11.850
308,20.415
309,11.587
310,9.911
311,10.368
312,6.204
313,23.252
314,11.493
315,20.819
316,11.516
317,12.491
318,9.219
319,8.787
320,14.063
321,9.918
322,13.059
323,23.082
324,21.622
325,10.244
326,17.006
327,18.896
328,19.900
329,18.110
330,25.999
331,39.594
332,23.641
333,25.702
334,13.321
335,12.549
336,13.660
337,8.820
338,11.284
339,6.718
340,13.013
341,11.007
342,6.633
343,10.440
344,10.820
345,6.230
346,6.301
347,6.706
348,11.285
349,11.472
350,10.725
351,5.802
352,11.611
353,14.186
354,9.726
355,8.680
356,9.086
357,8.932
358,16.174
359,7.772
360,7.616
361,14.444
362,16.472
363,9.104
364,9.498
365,18.929
366,18.811
367,11.366
368,7.116
369,10.631
370,17.602
371,9.680
372,10.073
373,16.676
374,60.079
375,9.785
376,9.302
377,9.995
378,22.131
379,111.715
380,7.417
381,16.759
382,43.976
383,6.799
384,6.685
385,17.491
386,81.871
387,11.115
388,11.148
389,24.868
390,127.203
391,26.792
392,14.929
393,24.674
394,10.514
395,9.815
396,17.619
397,50.876
398,11.299
399,19.825
400,52.012
401,11.478
402,20.044
403,63.798
404,9.076
405,21.074
406,10.394
407,22.780
408,60.227
409,10.096
410,19.167
411,54.851
412,22.555
413,20.603
414,9.972
415,24.965
416,13.336
417,24.363
418,12.561
419,18.977
420,10.885
421,9.839
422,10.167
423,8.240
424,10.733
425,14.797
426,17.281
427,10.534
428,23.367
429,12.753
430,24.181
431,12.301
432,12.284
433,13.288
434,26.096
435,14.038
436,27.496
437,14.029
438,14.930
439,40.988
440,19.147
441,14.441
442,7.062
443,6.864
444,7.161
445,12.102
446,14.666
447,13.745
448,8.472
449,14.781
450,7.029
451,6.977
452,11.527
453,11.849
454,6.412
455,6.311
456,7.735
457,8.768
458,20.594
459,31.178
460,9.695
461,23.545
462,24.281
463,10.037
464,16.143
465,9.198
466,18.909
467,17.419
468,31.583
469,12.528
470,25.380
471,22.257
472,39.761
473,12.681
474,23.301
475,13.151
476,26.594
477,27.752
478,10.307
479,17.155
480,8.787
481,13.610
482,26.273
483,12.459
484,24.609
485,11.912
486,20.203
487,14.484
488,8.175
489,15.274
490,7.974
491,19.981
492,9.109
493,8.150
494,14.904
495,16.126
496,10.874
497,11.111
498,5.819
499,6.847
500,11.583
501,11.237
502,12.373
503,15.123
504,15.675
505,9.556
506,23.308
507,8.788
508,23.168
509,12.811
510,12.385
511,23.087
512,8.687
513,18.922
514,12.566
515,20.355
